Statistical profiling result from isolate-0x2baed10-v8.log, (589 ticks, 0 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.2%      0    0.0%                                                                                                                                      LazyCompile: *fs.lstatSync fs.js:837:24
      1    0.2%      1    0.2%                                                                                                                                        __lxstat
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~stringify native json.js:155:23
      1    0.2%      0    0.0%                                                                                                                                v8::internal::Runtime_BasicJSONStringify(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                  v8::internal::BasicJsonStringifier::SerializeString(v8::internal::Handle<v8::internal::String>)
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~posix.resolve path.js:419:25
      1    0.2%      0    0.0%                                                                                                                                LazyCompile: *join native array.js:333:19
      1    0.2%      0    0.0%                                                                                                                                  LazyCompile: ~InnerArrayJoin native array.js:317:24
      1    0.2%      0    0.0%                                                                                                                                    LazyCompile: Join native array.js:102:14
      1    0.2%      0    0.0%                                                                                                                                      v8::internal::Runtime_PushIfAbsent(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                        v8::internal::JSObject::SetMapAndElements(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::FixedArrayBase>)
      1    0.2%      0    0.0%                                                                                                                              /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                /usr/bin/nodejs
      6    1.0%      0    0.0%                                                                                                                          LazyCompile: ~Module.load module.js:335:33
      5    0.8%      0    0.0%                                                                                                                            LazyCompile: ~Module._extensions..js module.js:415:37
      4    0.7%      0    0.0%                                                                                                                              LazyCompile: ~Module._compile module.js:367:37
      2    0.3%      0    0.0%                                                                                                                                LazyCompile: ~exports.runInThisContext vm.js:52:36
      2    0.3%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      2    0.3%      2    0.3%                                                                                                                                    node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      1    0.2%                                                                                                                                Stub: ToBooleanStub(Undefined)
      1    0.2%      0    0.0%                                                                                                                                Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/are-we-there-yet/node_modules/readable-stream/lib/internal/streams/BufferList.js:1:11
      1    0.2%      0    0.0%                                                                                                                                  LazyCompile: *require internal/module.js:11:19
      1    0.2%      0    0.0%                                                                                                                                    LazyCompile: Module._load module.js:272:24
      1    0.2%      0    0.0%                                                                                                                                      LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                                        LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                                          LazyCompile: ~tryPackage module.js:90:20
      1    0.2%      0    0.0%                                                                                                                                            LazyCompile: readPackage module.js:68:21
      1    0.2%      0    0.0%                                                                                                                                              LazyCompile: ~posix.resolve path.js:419:25
      1    0.2%      0    0.0%                                                                                                                                                v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                                  __lll_unlock_wake
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: fs.readFileSync fs.js:384:27
      1    0.2%      0    0.0%                                                                                                                                LazyCompile: ~fs.readSync fs.js:585:23
      1    0.2%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                    /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                            LazyCompile: ~Module._nodeModulePaths module.js:189:35
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~ArrayConcatJS native array.js:398:23
      1    0.2%      0    0.0%                                                                                                                                v8::internal::Runtime_ArrayConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                  v8::internal::Heap::Allocate(v8::internal::Map*, v8::internal::AllocationSpace, v8::internal::AllocationSite*)
      6    1.0%      0    0.0%                                                                                                                    Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/are-we-there-yet/node_modules/readable-stream/lib/_stream_writable.js:1:11
      5    0.8%      0    0.0%                                                                                                                      LazyCompile: *require internal/module.js:11:19
      5    0.8%      0    0.0%                                                                                                                        LazyCompile: Module._load module.js:272:24
      4    0.7%      0    0.0%                                                                                                                          LazyCompile: ~Module.load module.js:335:33
      4    0.7%      0    0.0%                                                                                                                            LazyCompile: ~Module._extensions..js module.js:415:37
      4    0.7%      0    0.0%                                                                                                                              LazyCompile: fs.readFileSync fs.js:384:27
      3    0.5%      0    0.0%                                                                                                                                v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                  write
      1    0.2%      1    0.2%                                                                                                                                  v8::internal::RelocInfoWriter::Write(v8::internal::RelocInfo const*)
      1    0.2%      1    0.2%                                                                                                                                  __lll_unlock_wake
      1    0.2%      0    0.0%                                                                                                                                v8::internal::Runtime_TryInstallOptimizedCode(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                  v8::internal::DeferredHandles::~DeferredHandles()
      1    0.2%      0    0.0%                                                                                                                          LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                            LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~tryPackage module.js:90:20
      1    0.2%      0    0.0%                                                                                                                                LazyCompile: readPackage module.js:68:21
      1    0.2%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                    /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                      Function: <anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/are-we-there-yet/node_modules/readable-stream/lib/_stream_writable.js:210:11
      1    0.2%      0    0.0%                                                                                                                        v8::internal::LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                          int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int, int, int*)
      5    0.8%      0    0.0%                                                                                                                    LazyCompile: ~exports.runInThisContext vm.js:52:36
      5    0.8%      0    0.0%                                                                                                                      /usr/bin/nodejs
      5    0.8%      5    0.8%                                                                                                                        node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                                                                    v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      0    0.0%                                                                                                                      LazyCompile: *DoRegExpExec native regexp.js:54:22
      1    0.2%      1    0.2%                                                                                                                        v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      0    0.0%                                                                                                                    Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/are-we-there-yet/node_modules/readable-stream/lib/_stream_transform.js:1:11
      1    0.2%      0    0.0%                                                                                                                      LazyCompile: *require internal/module.js:11:19
      1    0.2%      0    0.0%                                                                                                                        LazyCompile: Module._load module.js:272:24
      1    0.2%      0    0.0%                                                                                                                          LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                            LazyCompile: ~Module._resolveLookupPaths module.js:210:38
      1    0.2%      1    0.2%                                                                                                                              LazyCompile: ~substring native string.js:483:25
      1    0.2%      0    0.0%                                                                                                                    Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/are-we-there-yet/node_modules/readable-stream/lib/_stream_duplex.js:1:11
      1    0.2%      0    0.0%                                                                                                                      LazyCompile: *require internal/module.js:11:19
      1    0.2%      0    0.0%                                                                                                                        LazyCompile: Module._load module.js:272:24
      1    0.2%      0    0.0%                                                                                                                          LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                            LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~posix.resolve path.js:419:25
      1    0.2%      1    0.2%                                                                                                                                LazyCompile: *normalizeArray path.js:17:24
      4    0.7%      0    0.0%                                                                                                                  LazyCompile: fs.readFileSync fs.js:384:27
      2    0.3%      0    0.0%                                                                                                                    v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                      v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
      1    0.2%      1    0.2%                                                                                                                      __lll_unlock_wake
      2    0.3%      0    0.0%                                                                                                                    LazyCompile: ~fs.readSync fs.js:585:23
      2    0.3%      0    0.0%                                                                                                                      /usr/bin/nodejs
      2    0.3%      2    0.3%                                                                                                                        /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                  v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                    __lll_unlock_wake
      1    0.2%      0    0.0%                                                                                                                v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                  void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
      1    0.2%      0    0.0%                                                                                                              v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                v8::internal::HValue::GetMonomorphicJSObjectMap()
      1    0.2%      0    0.0%                                                                                                              LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                    /usr/bin/nodejs
      2    0.3%      0    0.0%                                                                                                      LazyCompile: fs.readFileSync fs.js:384:27
      2    0.3%      0    0.0%                                                                                                        LazyCompile: ~fs.readSync fs.js:585:23
      2    0.3%      0    0.0%                                                                                                          /usr/bin/nodejs
      2    0.3%      2    0.3%                                                                                                            /usr/bin/nodejs
      3    0.5%      0    0.0%                                                                                                  LazyCompile: ~Module._resolveFilename module.js:312:35
      3    0.5%      0    0.0%                                                                                                    LazyCompile: ~Module._findPath module.js:128:28
      2    0.3%      0    0.0%                                                                                                      LazyCompile: ~tryPackage module.js:90:20
      2    0.3%      0    0.0%                                                                                                        LazyCompile: readPackage module.js:68:21
      2    0.3%      0    0.0%                                                                                                          /usr/bin/nodejs
      2    0.3%      2    0.3%                                                                                                            /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                      /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                        /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                  Stub: ToBooleanStub(Null,SpecObject)
      1    0.2%      0    0.0%                                                                                              LazyCompile: ~Delegator.method /home/phillipdaw/code/gpxAQI/server/node_modules/delegates/index.js:34:38
      1    0.2%      0    0.0%                                                                                                v8::internal::KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                  fflush
      1    0.2%      0    0.0%                                                                                            LazyCompile: ~replace native string.js:146:23
      1    0.2%      0    0.0%                                                                                              v8::internal::Runtime_CompileOptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                __new_sem_post
      1    0.2%      0    0.0%                                                                                            LazyCompile: ~exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                              /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                                          LazyCompile: fs.readFileSync fs.js:384:27
      1    0.2%      0    0.0%                                                                                            LazyCompile: ~fs.readSync fs.js:585:23
      1    0.2%      0    0.0%                                                                                              /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                LazyCompile: ~exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                    node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                            LazyCompile: ~Module._nodeModulePaths module.js:189:35
      1    0.2%      1    0.2%                                                                              LazyCompile: ~posix.resolve path.js:419:25
     42    7.1%      0    0.0%                                                                    Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/gauge/index.js:1:11
     42    7.1%      0    0.0%                                                                      LazyCompile: *require internal/module.js:11:19
     42    7.1%      0    0.0%                                                                        LazyCompile: Module._load module.js:272:24
     38    6.5%      0    0.0%                                                                          LazyCompile: ~Module.load module.js:335:33
     24    4.1%      0    0.0%                                                                            LazyCompile: ~Module._extensions..js module.js:415:37
     24    4.1%      0    0.0%                                                                              LazyCompile: ~Module._compile module.js:367:37
     23    3.9%      0    0.0%                                                                                Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/gauge/plumbing.js:1:11
     23    3.9%      0    0.0%                                                                                  LazyCompile: *require internal/module.js:11:19
     23    3.9%      0    0.0%                                                                                    LazyCompile: Module._load module.js:272:24
     23    3.9%      0    0.0%                                                                                      LazyCompile: ~Module.load module.js:335:33
     23    3.9%      0    0.0%                                                                                        LazyCompile: ~Module._extensions..js module.js:415:37
     21    3.6%      0    0.0%                                                                                          LazyCompile: ~Module._compile module.js:367:37
     20    3.4%      0    0.0%                                                                                            Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/gauge/render-template.js:1:11
     20    3.4%      0    0.0%                                                                                              LazyCompile: *require internal/module.js:11:19
     20    3.4%      0    0.0%                                                                                                LazyCompile: Module._load module.js:272:24
     17    2.9%      0    0.0%                                                                                                  LazyCompile: ~Module.load module.js:335:33
     13    2.2%      0    0.0%                                                                                                    LazyCompile: ~Module._extensions..js module.js:415:37
     12    2.0%      0    0.0%                                                                                                      LazyCompile: ~Module._compile module.js:367:37
     12    2.0%      0    0.0%                                                                                                        Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/wide-align/align.js:1:11
     12    2.0%      0    0.0%                                                                                                          LazyCompile: *require internal/module.js:11:19
     12    2.0%      0    0.0%                                                                                                            LazyCompile: Module._load module.js:272:24
     11    1.9%      0    0.0%                                                                                                              LazyCompile: ~Module.load module.js:335:33
     11    1.9%      0    0.0%                                                                                                                LazyCompile: ~Module._extensions..js module.js:415:37
     11    1.9%      0    0.0%                                                                                                                  LazyCompile: ~Module._compile module.js:367:37
     10    1.7%      0    0.0%                                                                                                                    Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/string-width/index.js:1:11
     10    1.7%      0    0.0%                                                                                                                      LazyCompile: *require internal/module.js:11:19
     10    1.7%      0    0.0%                                                                                                                        LazyCompile: Module._load module.js:272:24
      7    1.2%      0    0.0%                                                                                                                          LazyCompile: ~Module.load module.js:335:33
      5    0.8%      0    0.0%                                                                                                                            LazyCompile: ~Module._extensions..js module.js:415:37
      4    0.7%      0    0.0%                                                                                                                              LazyCompile: ~Module._compile module.js:367:37
      4    0.7%      0    0.0%                                                                                                                                Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/strip-ansi/index.js:1:11
      4    0.7%      0    0.0%                                                                                                                                  LazyCompile: *require internal/module.js:11:19
      4    0.7%      0    0.0%                                                                                                                                    LazyCompile: Module._load module.js:272:24
      3    0.5%      0    0.0%                                                                                                                                      LazyCompile: ~Module._resolveFilename module.js:312:35
      3    0.5%      0    0.0%                                                                                                                                        LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                                          LazyCompile: ~tryPackage module.js:90:20
      1    0.2%      0    0.0%                                                                                                                                            LazyCompile: readPackage module.js:68:21
      1    0.2%      0    0.0%                                                                                                                                              LazyCompile: ~posix.resolve path.js:419:25
      1    0.2%      1    0.2%                                                                                                                                                Stub: CompareICStub
      1    0.2%      0    0.0%                                                                                                                                          LazyCompile: ~tryExtensions module.js:116:23
      1    0.2%      0    0.0%                                                                                                                                            LazyCompile: ~tryFile module.js:106:17
      1    0.2%      0    0.0%                                                                                                                                              LazyCompile: *toRealPath module.js:111:20
      1    0.2%      0    0.0%                                                                                                                                                LazyCompile: ~realpathSync fs.js:1383:40
      1    0.2%      0    0.0%                                                                                                                                                  LazyCompile: ~posix.resolve path.js:419:25
      1    0.2%      0    0.0%                                                                                                                                                    v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                                      v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      1    0.2%      0    0.0%                                                                                                                                          /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                            /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                                      LazyCompile: ~Module.load module.js:335:33
      1    0.2%      0    0.0%                                                                                                                                        LazyCompile: ~Module._extensions..js module.js:415:37
      1    0.2%      0    0.0%                                                                                                                                          LazyCompile: ~Module._compile module.js:367:37
      1    0.2%      0    0.0%                                                                                                                                            LazyCompile: *exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                                                                              /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                                node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                                                                              v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                v8::internal::InnerPointerToCodeCache::GetCacheEntry(unsigned char*)
      2    0.3%      0    0.0%                                                                                                                            LazyCompile: *Module._extensions..js module.js:415:37
      2    0.3%      0    0.0%                                                                                                                              LazyCompile: ~Module._compile module.js:367:37
      1    0.2%      0    0.0%                                                                                                                                LazyCompile: *exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                    node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                                                                                Function: ~<anonymous> /home/phillipdaw/code/gpxAQI/server/node_modules/is-fullwidth-code-point/index.js:1:11
      1    0.2%      0    0.0%                                                                                                                                  LazyCompile: *require internal/module.js:11:19
      1    0.2%      0    0.0%                                                                                                                                    LazyCompile: Module._load module.js:272:24
      1    0.2%      0    0.0%                                                                                                                                      LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                                        LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                                          LazyCompile: ~tryExtensions module.js:116:23
      1    0.2%      0    0.0%                                                                                                                                            LazyCompile: ~tryFile module.js:106:17
      1    0.2%      0    0.0%                                                                                                                                              LazyCompile: *toRealPath module.js:111:20
      1    0.2%      0    0.0%                                                                                                                                                LazyCompile: ~realpathSync fs.js:1383:40
      1    0.2%      0    0.0%                                                                                                                                                  v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.2%      1    0.2%                                                                                                                                                    v8::internal::TransitionArray::Capacity(v8::internal::Object*)
      3    0.5%      0    0.0%                                                                                                                          LazyCompile: ~Module._resolveFilename module.js:312:35
      3    0.5%      0    0.0%                                                                                                                            LazyCompile: ~Module._findPath module.js:128:28
      2    0.3%      0    0.0%                                                                                                                              LazyCompile: ~tryPackage module.js:90:20
      2    0.3%      0    0.0%                                                                                                                                LazyCompile: readPackage module.js:68:21
      2    0.3%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      2    0.3%      2    0.3%                                                                                                                                    /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                              LazyCompile: ~tryExtensions module.js:116:23
      1    0.2%      0    0.0%                                                                                                                                LazyCompile: ~tryFile module.js:106:17
      1    0.2%      0    0.0%                                                                                                                                  /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                                    /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                                    LazyCompile: *exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                                                      /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                        node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.2%      0    0.0%                                                                                                              LazyCompile: ~Module._resolveFilename module.js:312:35
      1    0.2%      0    0.0%                                                                                                                LazyCompile: ~Module._findPath module.js:128:28
      1    0.2%      0    0.0%                                                                                                                  LazyCompile: ~tryPackage module.js:90:20
      1    0.2%      0    0.0%                                                                                                                    LazyCompile: readPackage module.js:68:21
      1    0.2%      0    0.0%                                                                                                                      /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                                        /usr/bin/nodejs
      1    0.2%      0    0.0%                                                                                                      LazyCompile: fs.readFileSync fs.js:384:27
      1    0.2%      0    0.0%                                                                                                        LazyCompile: ~fs.readSync fs.js:585:23
      1    0.2%      0    0.0%                                                                                                          /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                            /usr/bin/nodejs
      4    0.7%      0    0.0%                                                                                                    LazyCompile: *Module._extensions..js module.js:415:37
      2    0.3%      0    0.0%                                                                                                      LazyCompile: ~Module._compile module.js:367:37
      1    0.2%      0    0.0%                                                                                                        LazyCompile: *exports.runInThisContext vm.js:52:36
      1    0.2%      0    0.0%                                                                                                          /usr/bin/nodejs
      1    0.2%      1    0.2%                                                                                                            node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
